BusID;BusName;Code
176.0;UCAMP54-SP000;1.0
177.0;GVITOR1-ES138;0.0
178.0;GGRAJAU-RJ138;0.0
179.0;UGR2T54-RJ000;1.0
180.0;GJACAR2-RJ138;0.0
181.0;GANGDEF-RJ138;0.0
182.0;GFUNIL--RJ138;0.0
183.0;GC.PAUL-SP138;0.0
184.0;GS.CRUZ-RJ138;0.0
185.0;GANGRA--RJ138;0.0
186.0;NCAMP54-SP013;0.0
187.0;GM.MORA-MG138;0.0
189.0;UBGERT1-DF000;1.0
190.0;GP.COL--MG138;0.0
192.0;NCAMPO1-RJ013;0.0
194.0;NADRT55-RJ013;0.0
195.0;NADRT53-RJ013;0.0
196.0;NCAMP51-SP013;0.0
197.0;NADRT51-RJ013;0.0
198.0;NPCALAT-MG013;0.0
199.0;NVITAT1-ES013;0.0
200.0;UUCAMP1-RJ000;0.0
201.0;VRSIL-1UTE000;0.0
202.0;UUCAMP2-RJ000;0.0
203.0;VRSIL-2UTE000;0.0
204.0;NADRT1B-RJ013;0.0
205.0;NADRT2A-RJ013;0.0
206.0;NADRT2B-RJ013;0.0
208.0;NBGERT1-DF013;0.0
209.0;NADRT1A-RJ013;0.0
210.0;CITUMBI-MG500;0.0
211.0;UCAMPO2-RJ000;1.0
212.0;NCAMPO2-RJ013;0.0
213.0;EMARIMB-MG345;0.0
214.0;UMARIMB-MG000;1.0
216.0;EP.COL--MG345;0.0
217.0;EITUMBI-MG345;0.0
218.0;EBANDEI-GO345;0.0
219.0;EB.SUL--DF345;0.0
220.0;ECORUMB-GO345;0.0
221.0;LB.GERA-DF034;0.0
222.0;UBSULT6-DF000;1.0
223.0;UBANDT1-GO000;1.0
224.0;UBANDT2-GO000;1.0
225.0;FITUMBI-MG230;0.0
226.0;FBANDEI-GO230;0.0
227.0;FB.GERA-DF230;0.0
228.0;FB.SUL--DF230;0.0
229.0;FB.ALTO-GO230;0.0
230.0;FS.MESA-GO230;0.0
231.0;FR.VERD-GO230;0.0
232.0;NBSULT6-DF013;0.0
233.0;CSAMAMB-DF500;0.0
234.0;ESAMAMB-DF345;0.0
235.0;CS.MESA-GO500;0.0
236.0;GB.SUL--DF138;0.0
237.0;GSAMAMB-DF138;0.0
238.0;GR.VERD-GO138;0.0
239.0;GS.MESA-GO138;0.0
240.0;URVERT1-GO000;1.0
241.0;NRVERT1-GO013;0.0
242.0;NBANDT1-GO013;0.0
243.0;NBANDT2-GO013;0.0
244.0;UBSU-T7-DF000;1.0
245.0;NBSULT7-DF013;0.0
246.0;NMARIMB-MG013;0.0
247.0;GC.BRAV-GO138;0.0
248.0;GRBOIS-TAP138;0.0
249.0;GRCLARO-GO138;0.0
250.0;VNPECA2UHE002;0.0
251.0;GN.PECA-RJ138;0.0
252.0;FN.PECA-RJ230;0.0
253.0;VFONTE2UHE002;0.0
254.0;GFONTES-RJ138;0.0
255.0;VPPASSOUHE002;0.0
256.0;GPPASSO-RJ138;0.0
257.0;VI.POMBUHE004;0.0
258.0;GI.POMB-RJ138;0.0
259.0;NSCECIL-RJ013;0.0
260.0;GS.CEC-PCH138;0.0
261.0;NVIGARI-RJ013;0.0
262.0;GVIGARI-RJ138;0.0
263.0;GTAQUAR-RJ138;0.0
265.0;GVULCAN-RJ138;0.0
266.0;GS.CLAR-RJ138;0.0
267.0;GCPP----RJ138;0.0
268.0;GCFRTAP-RJ138;0.0
269.0;VCSN---UTE002;0.0
270.0;GCORDOV-RJ138;0.0
271.0;GMERITI-RJ138;0.0
272.0;GTRIAGE-RJ138;0.0
273.0;GSAUDAD-RJ138;0.0
274.0;GV.RED-PCH138;0.0
275.0;GCASCA2-RJ138;0.0
276.0;GBRISAM-RJ138;0.0
277.0;GZIN----RJ138;0.0
278.0;GPALMAR-RJ138;0.0
279.0;GBRAHMA-RJ138;0.0
280.0;GABRTAP-RJ138;0.0
281.0;GRETIRO-RJ138;0.0
282.0;GRECREI-RJ138;0.0
283.0;GTERM.S-RJ138;0.0
284.0;GF.CANE-RJ138;0.0
285.0;GC.SOAR-RJ138;0.0
286.0;GR.FREI-RJ138;0.0
287.0;GSARAPU-RJ138;0.0
288.0;GROSALI-RJ138;0.0
289.0;GCAMARA-RJ138;0.0
290.0;GSAMARI-RJ138;0.0
291.0;GPMETR1-RJ138;0.0
292.0;GPMETR2-RJ138;0.0
293.0;GCAMOR--RJ138;0.0
294.0;GSANTIS-RJ138;0.0
295.0;GSEROPE-RJ138;0.0
296.0;VS.BRANUHE002;0.0
297.0;HS.BRAN-RJ088;0.0
299.0;CSMESA2-GO500;0.0
300.0;VEMBORCUHE003;0.0
301.0;VJAGUARUHE003;0.0
302.0;VNPONTEUHE002;0.0
303.0;VSSIMAOUHE004;0.0
304.0;VT.MAR-UHE004;0.0
305.0;VV.GRD-UHE003;0.0
306.0;VGUILMAUHE003;0.0
307.0;GAVATI-PCH138;0.0
308.0;EBARBAC-MG345;0.0
309.0;GBARBA-PCH138;0.0
312.0;VMIRANDUHE002;0.0
313.0;EBARREI-MG345;0.0
314.0;GBARREI-MG138;0.0
315.0;NBARRE-SIN001;0.0
316.0;UBARRE2-MG000;1.0
317.0;VSOBRAGUHE003;0.0
318.0;GCASSIA-MG138;0.0
319.0;FCPENA--MG230;0.0
320.0;CEMBORC-MG500;0.0
321.0;GEMBORC-MG138;0.0
322.0;GFRUTA-BIO138;0.0
323.0;GITUTIN-MG138;0.0
324.0;NMSQ-T3-MG013;0.0
325.0;CJAGUAR-MG500;0.0
326.0;EJAGUAR-MG345;0.0
327.0;GSOBRAG-MG138;0.0
328.0;GJ.RLC7-MG138;2.0
329.0;NMSQ-T2-MG013;0.0
330.0;GJAGUAR-MG138;0.0
331.0;EJ.FORA-MG345;0.0
332.0;GJ.FORAPCH138;0.0
333.0;NJFORA3-MG013;0.0
334.0;NJFORA4-MG013;0.0
335.0;NJFORA5-MG013;0.0
336.0;ELAFAIE-MG345;0.0
337.0;GLAFAIE-MG138;0.0
338.0;NLAF-T3-MG013;0.0
339.0;NLAF-T4-MG013;0.0
340.0;GMIRAND-MG138;0.0
341.0;EMCLARO-MG345;0.0
342.0;GMCLAR2-MG138;0.0
343.0;VIGARAPUHE003;0.0
344.0;CMESQUI-MG500;0.0
345.0;FMESQUI-MG230;0.0
346.0;NMESQUISIN001;0.0
347.0;UVALAD1-MG000;1.0
348.0;GVALADAPCH138;0.0
349.0;CNEVES--MG500;0.0
350.0;ENEVES--MG345;0.0
351.0;NNEVES1-MG013;0.0
352.0;NNEVES2-MG013;0.0
353.0;GNEVES-BIO138;0.0
354.0;TNEVE1-SIN001;0.0
355.0;TNEVE2-SIN001;0.0
356.0;UNEV-T1-MG000;1.0
357.0;UNEV-T2-MG000;1.0
360.0;CNPONTE-MG500;0.0
361.0;GJ.FOR5-MG138;0.0
362.0;GPASSOS-MG138;0.0
363.0;UJFORA3-MG000;1.0
364.0;GP.CAL1-MG138;0.0
365.0;GP.CAL2-MG138;0.0
366.0;UJFORA4-MG000;1.0
367.0;EPIMENT-MG345;0.0
368.0;GPIMENT-MG138;0.0
369.0;UJFORA5-MG000;1.0
370.0;CSSIMAO-MG500;0.0
371.0;06SGONC1-MG013;0.0
372.0;ETAQUAR-MG345;0.0
373.0;FTAQUAR-MG230;0.0
374.0;NTAQUA1-MG013;0.0
375.0;NTAQUA2-MG013;0.0
376.0;GTAQUAR-MG138;0.0
377.0;GSGONC-PCH138;0.0
378.0;CSGONCA-MG500;0.0
379.0;USGONC1-MG000;1.0
380.0;ETMARIA-MG345;0.0
381.0;YTMARIA-MG289;0.0
382.0;GTMARIA-MG138;0.0
383.0;UVALAD3-MG000;1.0
384.0;COPRET2-MG500;0.0
385.0;EOPRETO-MG345;0.0
386.0;GOPRET2-MG138;0.0
387.0;UOPRET3-MG000;1.0
388.0;UOPRET4-MG000;1.0
389.0;06OPRET2CER013;0.0
390.0;CSGOTAR-MG500;0.0
391.0;ESGOTA2-MG345;0.0
392.0;GUBERL1PCH138;0.0
393.0;USGOTA4-MG000;1.0
394.0;FGVALA2-MG230;0.0
395.0;NSGOTA3-MG013;0.0
396.0;EVGRAND-MG345;0.0
397.0;NSGOTA4-MG013;0.0
398.0;EVPALMA-MG345;0.0
399.0;GVPALM-PCH138;0.0
402.0;NARARQ2SIN003;0.0
403.0;VPIR88-UTE000;0.0
404.0;VPIR230UTE000;0.0
405.0;VNPIRA1UTE000;0.0
406.0;VNPIRA2UTE000;0.0
409.0;LGUAIMBUFV034;0.0
410.0;FE.SOUZ-SP230;0.0
411.0;HESOUZA-SP088;0.0
412.0;FTOYOT--SP230;0.0
413.0;DREPLAN-SP440;0.0
414.0;DOESTE--SP440;0.0
415.0;HOESTE--SP088;0.0
421.0;FPIRITU-SP230;0.0
422.0;HPIRITU-SP088;0.0
423.0;FROSANA-SP230;0.0
424.0;GROSA7D-SP138;0.0
425.0;FTRCEN1-SP230;2.0
426.0;FTRCEN2-SP230;2.0
427.0;FCENTRO-SP230;0.0
428.0;HCENTRO-SP088;0.0
429.0;QCENTRA-SP020;0.0
430.0;GROSA8D-SP138;0.0
431.0;FANHANG-SP230;0.0
435.0;ENORTE--SP345;0.0
436.0;HNORTE2-SP088;0.0
437.0;HNORTE1-SP088;0.0
438.0;EM.REAL-SP345;0.0
439.0;EANHANG-SP345;0.0
440.0;QM.REAA-SP020;0.0
441.0;HMREALE-SP088;0.0
442.0;ENORDES-SP345;0.0
443.0;HNORDES-SP088;0.0
444.0;HANHANG-SP088;0.0
445.0;HITAPET-SP088;0.0
446.0;FMOG-EP-SP230;0.0
447.0;HMOG-EP-SP088;0.0
448.0;FITAPET-SP230;0.0
449.0;EITAPET-SP345;0.0
451.0;FAVI-1Y-SP230;2.0
452.0;GAGUAZU-SP138;0.0
453.0;DAGUAZU-SP440;0.0
454.0;FS.JOSE-SP230;0.0
455.0;HS.JOSE-SP088;0.0
458.0;FAPAREC-SP230;0.0
459.0;HAPAREC-SP088;0.0
460.0;GRVERME-SP138;0.0
461.0;FS.CABE-SP230;0.0
462.0;HS.CAB1-SP088;0.0
464.0;ELESTE--SP345;0.0
465.0;HLESTE--SP088;0.0
466.0;ERAMON--SP345;0.0
467.0;HRAMORF-SP088;0.0
471.0;EBAIXAD-SP345;0.0
472.0;FBAIXAD-SP230;0.0
473.0;HBAIXAD-SP088;0.0
474.0;ESUL----SP345;0.0
475.0;HSUL-1--SP088;0.0
476.0;HSUL-2--SP088;0.0
477.0;FCARBOC-SP230;0.0
478.0;DBAGUAC-SP440;0.0
479.0;GBAGUAC-SP138;0.0
480.0;FH.BORD-SP230;0.0
481.0;HHBONOR-SP088;0.0
482.0;HHBOSUL-SP088;0.0
483.0;HPE-RBO-SP088;0.0
484.0;FPIRATI-SP230;0.0
485.0;HPIRATI-SP088;0.0
486.0;HPIRA2--SP088;0.0
487.0;EPIRAT2-SP345;0.0
488.0;EINTERL-SP345;0.0
489.0;FINTERL-SP230;2.0
490.0;FINTER2-SP230;2.0
491.0;EXAVANT-SP345;0.0
492.0;EBANDEI-SP345;0.0
493.0;HBANDEI-SP088;0.0
494.0;LBANDEA-SP034;0.0
495.0;EM.FORN-SP345;0.0
496.0;HM.FORN-SP088;0.0
497.0;GCERRAD-SP138;0.0
498.0;GDAMATA-SP138;0.0
499.0;QFDIAS-CER020;2.0
500.0;VA.VERMUHE004;0.0
501.0;VI.SOLTUHE014;0.0
502.0;VJUPIA-UHE007;0.0
503.0;VJUPI--UHE002;0.0
505.0;VROSAN2UHE002;0.0
506.0;VJURUMIUHE002;0.0
507.0;VCAPIVAUHE003;0.0
508.0;VCANOA1UHE002;0.0
509.0;VCANOA2UHE002;0.0
510.0;VPPRIMAUHE009;0.0
511.0;VROSAN1UHE002;0.0
512.0;VS.GRD-UHE003;0.0
513.0;VTAQUARUHE003;0.0
514.0;VCHAVANUHE003;0.0
515.0;VBARIRIUHE002;0.0
516.0;VBBONITUHE003;0.0
517.0;VIBITINUHE002;0.0
518.0;VN.AVANUHE002;0.0
519.0;VPROMISUHE002;0.0
520.0;V3IRMAOUHE003;0.0
521.0;VCACONDUHE002;0.0
522.0;VECUNHAUHE003;0.0
523.0;VLIMOEIUHE002;0.0
524.0;VBARIR2UHE001;0.0
525.0;VJAGUA-UHE002;0.0
526.0;VPARAIBUHE002;0.0
527.0;DSALTO--SP440;0.0
528.0;HSALTO--SP088;0.0
530.0;DM.ROND-MS440;0.0
531.0;TI.SOLTSIN004;0.0
532.0;TEMBU--SIN001;0.0
533.0;TSANGELSIN001;0.0
534.0;GROS-2--SP138;0.0
535.0;CAVERME-SP500;0.0
536.0;DAVERME-SP440;0.0
537.0;GAVERME-SP138;0.0
538.0;DISOLTE-SP440;0.0
539.0;DJUPIA--SP440;0.0
540.0;DGETULI-SP440;0.0
541.0;GJUPIA--SP138;0.0
542.0;D3IRMAO-SP440;0.0
543.0;G3IRMAO-SP138;0.0
544.0;DPPRIMA-SP440;0.0
545.0;FNPPRIM-MS230;0.0
546.0;GROSANA-SP138;0.0
547.0;DTAQUAR-SP440;0.0
548.0;GTAQUAR-SP138;0.0
549.0;DCAPIVA-SP440;0.0
550.0;GCAPIVA-SP138;0.0
551.0;FASSIS2-SP230;0.0
552.0;DASSIS--SP440;0.0
554.0;HASSIS--SP088;0.0
555.0;HCANOA1-SP088;0.0
556.0;BASSIS--SP525;0.0
557.0;HCANOA2-SP088;0.0
559.0;DARARAQ-SP440;0.0
560.0;GARARAQ-SP138;0.0
561.0;DBAURU--SP440;0.0
562.0;GBAURU--SP138;0.0
563.0;DRIBPRE-SP440;0.0
564.0;GRIBPRE-SP138;0.0
565.0;DMMIRI3-SP440;0.0
566.0;GMMRIM3-SP138;0.0
567.0;DSBARBA-SP440;0.0
568.0;GSBARBA-SP138;0.0
570.0;DSUMARE-SP440;0.0
571.0;GSUMARE-SP138;0.0
572.0;DMIRASS-SP440;0.0
573.0;DPIRACI-SP440;0.0
574.0;DB.JARD-SP440;0.0
575.0;GB.JARD-SP138;0.0
576.0;HB.JARD-SP088;0.0
577.0;GPIRACI-SP138;0.0
578.0;GJPTR1Y-SP138;0.0
579.0;GJPTR2Y-SP138;0.0
580.0;CAS-MA1-SP500;2.0
581.0;DEMBUGU-SP440;0.0
582.0;EEMBUGU-SP345;0.0
583.0;GEMBUG--SP138;0.0
584.0;DCABREU-SP440;0.0
585.0;DGERDAU-SP440;0.0
586.0;DJANDIR-SP440;0.0
587.0;GARARA--SP138;0.0
588.0;HJANDI--SP088;0.0
589.0;DARARAS-SP440;0.0
590.0;FCABREU-SP230;0.0
591.0;GCABREU-SP138;0.0
593.0;DS.ANGE-SP440;0.0
594.0;ES.ANGE-SP345;0.0
595.0;GS.ANGE-SP138;0.0
596.0;GMIRAS2-SP138;0.0
597.0;05BAURU-CER013;2.0
598.0;CTAUBAT-SP500;0.0
599.0;DTAUBAT-SP440;0.0
600.0;FTAUBAT-SP230;0.0
601.0;GTAUBAT-SP138;0.0
602.0;GGUARAN-SP138;0.0
605.0;GMO-GUA-SP138;0.0
607.0;FCBA----SP230;0.0
608.0;DCBA----SP440;0.0
609.0;CF.DIAS-SP500;0.0
610.0;DF.DIAS-SP440;0.0
612.0;FSALTGR-SP230;0.0
613.0;HSALTGR-SP088;0.0
614.0;VPIRAJUUHE002;0.0
615.0;FCHAVAN-SP230;0.0
616.0;HCHAVAN-SP088;0.0
618.0;FJURUMI-SP230;0.0
620.0;GJURUMI-SP138;0.0
621.0;GITARA2-SP138;0.0
622.0;GITAPEV-SP138;0.0
623.0;FCBONIT-SP230;0.0
624.0;GCBONIT-SP138;0.0
625.0;FBOTUCA-SP230;0.0
626.0;GBOTUCA-SP138;0.0
627.0;FITARAR-SP230;0.0
629.0;FAVARE--SP230;0.0
633.0;GBARIRI-SP138;0.0
634.0;GBARI-A-SP138;0.0
635.0;GBBONIT-SP138;0.0
636.0;IBBONIT-SP069;0.0
638.0;GCATAN2-SP138;0.0
639.0;GDRACE1-SP138;0.0
640.0;GFLORID-SP138;0.0
641.0;FPIRAJU-SP230;0.0
642.0;IFLORID-SP069;0.0
643.0;GMIRANT-SP138;0.0
645.0;GIBITIN-SP138;0.0
647.0;GISOLTE-SP138;0.0
648.0;GPIONE2-SP138;0.0
649.0;GJALES--SP138;0.0
652.0;GNAVANH-SP138;0.0
654.0;GPENAPO-SP138;0.0
655.0;IPENAPO-SP069;0.0
657.0;GPPRI-A-SP138;0.0
658.0;GPPRI-B-SP138;0.0
659.0;GPPRUDE-SP138;0.0
661.0;GPROMIS-SP138;0.0
663.0;HPPRUDE-SP088;0.0
665.0;GSJRPRE-SP138;0.0
666.0;HPARAP2-SP088;0.0
667.0;FPARAP2-SP230;0.0
668.0;DALTAPT-SP440;0.0
669.0;GTUP----SP138;0.0
670.0;GALTAPT-SP138;0.0
671.0;GUBARAN-SP138;0.0
672.0;IUBARAN-SP069;0.0
673.0;GVALPAI-SP138;0.0
674.0;GVOTUP2-SP138;0.0
681.0;GBRAGAC-SP138;0.0
682.0;GJAG-2Y-SP138;0.0
683.0;GCACOND-SP138;0.0
687.0;GEUCUNH-SP138;0.0
689.0;GITA-1Y-SP138;0.0
692.0;GLIME-1-SP138;0.0
693.0;GLIMOEI-SP138;0.0
694.0;GMAIRI--SP138;0.0
695.0;GMGUACU-SP138;0.0
696.0;GMMRI2--SP138;0.0
697.0;EATIBA2-SP345;0.0
698.0;GATIBA2-SP138;0.0
699.0;GPFERR--SP138;0.0
701.0;GRCLAR1-SP138;0.0
703.0;GSCARLO-SP138;0.0
705.0;GSJBVI2-SP138;0.0
709.0;GBERT2--SP138;0.0
712.0;GCARAG--SP138;0.0
715.0;HMAIRI2-SP088;0.0
718.0;GPARAI--SP138;0.0
719.0;GSJB2---SP138;0.0
720.0;HJAGUAR-SP088;0.0
721.0;HMAIRIP-SP088;0.0
722.0;IPERUIB-SP069;0.0
725.0;GR.PARD-SP138;0.0
730.0;GSSEBAS-SP138;0.0
732.0;GBAIXAD-SP138;0.0
734.0;GV.CARV-SP138;0.0
741.0;GITAPE2-SP138;0.0
742.0;HITAPE2-SP088;0.0
744.0;GMON-1Y-SP138;0.0
746.0;GPERUIB-SP138;0.0
747.0;GREGIST-SP138;0.0
748.0;GTIETE--SP138;0.0
749.0;FC.DOUR-GO230;0.0
750.0;VC.DO11UHE002;0.0
751.0;VC.DO13UHE002;0.0
752.0;VC.DOU1UHE001;0.0
753.0;VC.D13NUHE002;0.0
754.0;VC.D13KUHE002;0.0
755.0;GC.DOUR-GO138;0.0
757.0;GSTAMAR-GO138;0.0
759.0;IC.DOUR-GO069;0.0
760.0;FANHANG-GO230;0.0
761.0;GANHANG-GO138;0.0
762.0;IANHANG-GO069;0.0
763.0;FG.LEST-GO230;0.0
764.0;GAEROP1-GO138;0.0
766.0;FXAVANT-GO230;0.0
767.0;GMEIAPO-GO138;0.0
768.0;GXAVANT-GO138;0.0
769.0;GFERROV-GO138;0.0
770.0;GREAL---GO138;0.0
772.0;GATLANT-GO138;0.0
773.0;GCAMPIN-GO138;0.0
774.0;NCAMP-C-GO013;0.0
775.0;GDAIA---GO138;0.0
776.0;GJUNDIA-GO138;0.0
777.0;GANAPOL-GO138;0.0
778.0;GCORUMB-GO138;0.0
779.0;GINHUMA-GO138;0.0
780.0;GFIRMIN-GO138;0.0
781.0;GIPORA-PCH138;0.0
782.0;GQUIRI--GO138;0.0
783.0;GRVERDE-GO138;0.0
784.0;GCATALA-GO138;0.0
785.0;GQUIRINUTE000;0.0
786.0;GGOIA---GO138;0.0
787.0;FNIQUEL-GO230;0.0
788.0;FVOTMET-GO230;0.0
789.0;FCODEMI-GO230;0.0
790.0;FPLANAL-GO230;0.0
791.0;GPQ.EMA-GO138;0.0
792.0;GSAMA---GO138;0.0
793.0;GPORANG-GO138;0.0
794.0;GPLANAL-GO138;0.0
795.0;GVOTORA-GO138;0.0
796.0;GITIQUI-GO138;0.0
797.0;GMARAJO-GO138;0.0
798.0;GPACAEM-GO138;0.0
799.0;NPACAEM-GO013;0.0
800.0;VGBMUNHUHE00416;0.0
801.0;TGBMUNHSIN00016;0.0
802.0;VARAUCGUTE000;0.0
803.0;VARAUCVUTE000;0.0
804.0;VGPSOUZUHE004;0.0
805.0;TGPSOUZSIN000;0.0
806.0;VSTACLAUHE002;0.0
807.0;GSCLARA-PR138;0.0
808.0;VGJRICHUHE004;0.0
809.0;TGJRICHSIN000;0.0
810.0;VGNBRAGUHE004;0.0
811.0;TGNBRAGSIN000;0.0
812.0;GSEPAC--PR138;0.0
813.0;FGRAZUL-PR230;0.0
814.0;FBATEIA-PR230;0.0
815.0;FCINDUS-PR230;0.0
816.0;FCCOMPR-PR230;0.0
817.0;FGPSOUZ-PR230;0.0
818.0;FDISJP--PR230;0.0
819.0;FPILARZ-PR230;0.0
820.0;FUBERAB-PR230;0.0
821.0;FUMBARA-PR230;0.0
823.0;GAREIA--PR138;0.0
824.0;BGBMUNH-PR525;0.0
825.0;GGUARAP-PR138;0.0
826.0;GIRATI--PR138;0.0
827.0;FJAGUAR-PR230;0.0
828.0;GPITANG-PR138;0.0
829.0;FPGROSN-PR230;0.0
830.0;GPGROSN-PR138;0.0
831.0;FPGROSS-PR230;0.0
832.0;GRIOAZU-PR138;0.0
833.0;GSABARA-PR138;0.0
834.0;FSMATEU-PR230;0.0
835.0;GSOCORR-PR138;0.0
836.0;GUVITOR-PR138;0.0
837.0;GVILCAR-PR138;0.0
838.0;GACHATE-PR138;0.0
839.0;FCASCAV-PR230;0.0
840.0;GCASCAV-PR138;0.0
841.0;GCEUAZU-PR138;0.0
842.0;GDVIZIN-PR138;0.0
843.0;FFIGUAN-PR230;0.0
844.0;GFIGUAC-PR138;0.0
845.0;GFBELTR-PR138;0.0
847.0;GGUAIRA-PR138;0.0
848.0;GFCHOPI-PR138;0.0
849.0;GMCROND-PR138;0.0
850.0;GMEDIAN-PR138;0.0
851.0;GPALOTI-PR138;0.0
852.0;FPBRANC-PR230;0.0
853.0;GPBRANC-PR138;0.0
854.0;GPINHEI-PR138;0.0
855.0;GREALEZ-PR138;0.0
856.0;BSEGRED-PR525;0.0
857.0;GTOLEDO-PR138;0.0
858.0;GVYOLAN-PR138;0.0
859.0;GALPARA-PR138;0.0
860.0;GCMOURA-PR138;0.0
