;BUS_ID;BUS_NAME;Gen_Type;Latitude;Longitude;U_FED;REG
3713;4946.0;SINOP1-MT013;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3714;4947.0;SINOP2-MT013;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3715;4948.0;SINOA1-MT013;;-11.86333333;-55.51944444;MT;Sudeste-Centro-Oeste
3716;4949.0;CUI-T1-MT013;;-15.6857;-55.8542;MT;Sudeste-Centro-Oeste
3717;4951.0;RIBEIR-MT013;;-16.474194;-52.638336;MT;Sudeste-Centro-Oeste
3718;4953.0;CLAUDI-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3719;4955.0;CLAUDI-MT013;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3720;4956.0;CLAUD2-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3721;4959.0;ECLAUD-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3722;4963.0;COLIDE-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3723;4965.0;COLIDE-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3724;4966.0;COLIDE-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3725;4967.0;MINAER-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3726;4969.0;BNOR3-PCH013;PCH;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3727;4970.0;3MAIO--MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3728;4971.0;CURUAB-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3729;4973.0;A.FLOR-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3730;4976.0;A.FLOR-MT013;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3731;4977.0;DARDAN-MT034;;-10.163333;-59.45;MT;Sudeste-Centro-Oeste
3732;4978.0;PARAIT-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3733;4979.0;FAXIN-PCH013;PCH;-10.163333;-59.45;MT;Sudeste-Centro-Oeste
3734;4980.0;NHANDU-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3735;4981.0;ROCHED-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3736;4982.0;BRAZAU-PA138;;-9.3535406;-56.8424683;PA;Norte
3737;4983.0;MATUPA-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3738;4984.0;BNOR2-PCH007;PCH;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3739;4985.0;MATUPA-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3740;4987.0;GUARAN-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3741;4988.0;BNOR1-PCH034;PCH;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3742;4989.0;BRANO2-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3743;4990.0;BNORT3-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3744;4991.0;3MAIO-PCH013;PCH;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3745;4992.0;CASTSO-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3746;4993.0;NMONTE-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3747;4994.0;N.PROG-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3748;4995.0;JURUEN-MT034;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3749;4996.0;BURITIPCH013;PCH;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3750;4997.0;BNORT4-MT138;;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3751;4998.0;BNOR4-PCH013;PCH;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3752;4999.0;CURUA-PCH013;PCH;-9.3535406;-56.8424683;MT;Sudeste-Centro-Oeste
3753;5001.0;P.AFON-BA500;;-9.4125;-38.19777778;BA;Nordeste
3754;5002.0;CABPRA-RN034;;-5.475722;-35.985444;RN;Nordeste
3755;5003.0;PAFBP1-BA230;;-9.4022;-38.1978;BA;Nordeste
3756;5004.0;PAFBP2-BA230;;-9.4022;-38.1978;BA;Nordeste
3757;5005.0;PAF1G1UHE000;UHE;-9.402199927;-38.20401576;BA;Nordeste
3758;5006.0;PAFO1GUHE000;UHE;-9.402199927;-38.20401576;BA;Nordeste
3759;5007.0;PAF1G3UHE000;UHE;-9.402199927;-38.20401576;BA;Nordeste
3760;5008.0;CABPRB-RN034;;-5.53873532;-35.9957913;RN;Nordeste
3761;5009.0;PAF2G1UHE000;UHE;-9.3958;-38.1942;BA;Nordeste
3762;5010.0;PAF2G2UHE000;UHE;-9.3958;-38.1942;BA;Nordeste
3763;5011.0;PAF2G3UHE000;UHE;-9.3958;-38.1942;BA;Nordeste
3764;5012.0;PAF2G4UHE000;UHE;-9.3958;-38.1942;BA;Nordeste
3765;5013.0;PAF2G5UHE000;UHE;-9.3958;-38.1942;BA;Nordeste
3766;5014.0;PAF2G6UHE000;UHE;-9.3958;-38.1942;BA;Nordeste
3767;5015.0;PAF3G1UHE000;UHE;-9.403600249;-38.20410677;BA;Nordeste
3768;5016.0;PAF3G2UHE000;UHE;-9.403600249;-38.20410677;BA;Nordeste
3769;5017.0;PAF3G3UHE000;UHE;-9.403600249;-38.20410677;BA;Nordeste
3770;5018.0;PAF3G4UHE000;UHE;-9.403600249;-38.20410677;BA;Nordeste
3771;5019.0;CABEPR-RN138;;-5.475722;-35.985444;RN;Nordeste
3772;5020.0;TRAIT2-CE034;;-3.26315199;-39.21588688;CE;Nordeste
3773;5021.0;PROSPI-BA230;;-12.4992;-38.2072;BA;Nordeste
3774;5022.0;PAFO-4UHE002;UHE;-9.412570586;-38.20384859;BA;Nordeste
3775;5023.0;PAF4G2UHE000;UHE;-9.412570586;-38.20384859;BA;Nordeste
3776;5024.0;PAF4G3UHE000;UHE;-9.412570586;-38.20384859;BA;Nordeste
3777;5025.0;PAF4G4UHE000;UHE;-9.412570586;-38.20384859;BA;Nordeste
3778;5026.0;PAF4G5UHE000;UHE;-9.412570586;-38.20384859;BA;Nordeste
3779;5027.0;PAF4G6UHE000;UHE;-9.412570586;-38.20384859;BA;Nordeste
3780;5028.0;MXTBP2-BA230;;-9.4;-38.2;BA;Nordeste
3781;5029.0;MXTBP1-BA230;;-9.4;-38.2;BA;Nordeste
3782;5030.0;ASALG1UHE000;UHE;-9.4;-38.2;BA;Nordeste
3783;5031.0;ASALG2UHE000;UHE;-9.4;-38.2;BA;Nordeste
3784;5032.0;ASALG3UHE000;UHE;-9.4;-38.2;BA;Nordeste
3785;5033.0;ASALG4UHE000;UHE;-9.4;-38.2;BA;Nordeste
3786;5034.0;CALCAR-CE034;;-5.0347;-37.785;CE;Nordeste
3787;5035.0;CALCAR-CE230;;-5.0347;-37.785;CE;Nordeste
3788;5036.0;CUTIAC-RN034;;-5.12739658;-35.93260574;RN;Nordeste
3789;5037.0;LBARRO-PI230;;-8.673665;-41.605746;PI;Nordeste
3790;5038.0;LBARR1-PI034;;-8.63298242;-41.5607735;PI;Nordeste
3791;5039.0;LBARR2-PI034;;-8.673665;-41.605746;PI;Nordeste
3792;5040.0;LBARR2EOL029;EOL;-8.68413507;-41.62373545;PI;Nordeste
3793;5041.0;CUTIA--RN230;;-5.119361;-35.928867;RN;Nordeste
3794;5042.0;CUTIAA-RN034;;-5.119361;-35.928867;RN;Nordeste
3795;5043.0;CUTIAB-RN034;;-5.06615249;-36.0123623;RN;Nordeste
3796;5044.0;CUTIAAEOL047;EOL;-5.08207361;-35.94193113;RN;Nordeste
3797;5045.0;BABILO-BA230;;-14.509293;-42.588387;BA;Nordeste
3798;5046.0;BABIL1-BA034;;-14.509293;-42.588387;BA;Nordeste
3799;5047.0;BABIL2-BA034;;-14.509293;-42.588387;BA;Nordeste
3800;5048.0;BABIL2EOL026;EOL;-14.509293;-42.588387;BA;Nordeste
3801;5049.0;CAETIT-BA069;;-14.468988;-42.582935;BA;Nordeste
3802;5050.0;L.GONZ-PE500;;-9.145833333;-38.30638889;PE;Nordeste
3803;5051.0;LGONG1UHE001;UHE;-9.145833333;-38.30638889;PE;Nordeste
3804;5052.0;LGONG2UHE000;UHE;-9.145833333;-38.30638889;PE;Nordeste
3805;5053.0;LGONG3UHE000;UHE;-9.145833333;-38.30638889;PE;Nordeste
3806;5054.0;LGONG4UHE001;UHE;-9.145833333;-38.30638889;PE;Nordeste
3807;5055.0;LGONG5UHE000;UHE;-9.145833333;-38.30638889;PE;Nordeste
3808;5056.0;LGONG6UHE000;UHE;-9.145833333;-38.30638889;PE;Nordeste
3809;5057.0;PELOUR-BA069;;-14.509293;-42.588387;BA;Nordeste
3810;5058.0;CAETB1-BA034;;-14.468988;-42.582935;BA;Nordeste
3811;5059.0;PELOUR-BA034;;-14.509293;-42.588387;BA;Nordeste
3812;5060.0;XINGO--AL500;;-9.624694444;-37.80111111;AL;Nordeste
3813;5061.0;XINGO-UHE002;UHE;-9.624694444;-37.80111111;AL;Nordeste
3814;5062.0;XINGG2UHE000;UHE;-9.624694444;-37.80111111;AL;Nordeste
3815;5063.0;XINGG3UHE000;UHE;-9.624694444;-37.80111111;AL;Nordeste
3816;5064.0;XINGG4UHE000;UHE;-9.624694444;-37.80111111;AL;Nordeste
3817;5065.0;XINGG5UHE000;UHE;-9.624694444;-37.80111111;AL;Nordeste
3818;5066.0;XINGG6UHE000;UHE;-9.624694444;-37.80111111;AL;Nordeste
3819;5067.0;CAETB1EOL018;EOL;-14.46886215;-42.58355855;BA;Nordeste
3820;5068.0;LND-T1-RN013;;-6.060491;-36.524827;RN;Nordeste
3821;5071.0;LNOVA2-RN230;;-6.060491;-36.524827;RN;Nordeste
3822;5073.0;LNOVA2-RN069;;-6.060491;-36.524827;RN;Nordeste
3823;5075.0;CALAN1EOL030;EOL;-6.03388889;-36.544;RN;Nordeste
3824;5078.0;CUTIABEOL050;EOL;-5.06615249;-36.0123623;RN;Nordeste
3825;5079.0;SSAN12EOL025;EOL;-6.05661175;-36.58061876;RN;Nordeste
3826;5081.0;MARACN-CE230;;-3.9082;-38.6475;CE;Nordeste
3827;5083.0;MARACN-CE069;;-3.86075;-38.557167;CE;Nordeste
3828;5090.0;GARANH-PE500;;-8.880722;-36.404361;PE;Nordeste
3829;5091.0;GARANH-PE230;;-8.880722;-36.404361;PE;Nordeste
3830;5092.0;ARCOVE-PE230;;-8.499252;-37.004083;PE;Nordeste
3831;5093.0;ARCOVE-PE069;;-8.565919;-39.591642;PE;Nordeste
3832;5095.0;BSTF-1-MA013;;-7.5593858;-46.0182281;MA;Norte
3833;5097.0;RGOAT2-PI013;;-8.119825137;-45.50678177;PI;Nordeste
3834;5098.0;CAETII-PE230;;-8.843286;-36.76005;PE;Nordeste
3835;5099.0;GARANH-PE069;;-8.565919;-39.591642;PE;Nordeste
3836;5100.0;ANGEL2-PE500;;-8.895466;-36.297557;PE;Nordeste
3837;5101.0;ANGELI-PE230;;-8.894092;-36.294532;PE;Nordeste
3838;5103.0;ANGELI-PE069;;-8.565919;-39.591642;PE;Nordeste
3839;5104.0;AGLT5--PE013;;-8.894092;-36.294532;PE;Nordeste
3840;5105.0;AGLT3--PE013;;-8.894092;-36.294532;PE;Nordeste
3841;5106.0;AGLTIP-PE013;;-8.565919;-39.591642;PE;Nordeste
3842;5110.0;BRASKE-AL230;;-6.99054;-36.79922;AL;Nordeste
3843;5111.0;R.LARG-AL230;;-9.470527778;-35.83;AL;Nordeste
3844;5113.0;R.LARG-AL069;;-8.565919;-39.591642;AL;Nordeste
3845;5115.0;BRASKA-AL013;;-6.99054;-36.79922;AL;Nordeste
3846;5116.0;BRASKB-AL013;;-6.99054;-36.79922;AL;Nordeste
3847;5117.0;BRASKC-AL013;;-8.565919;-39.591642;AL;Nordeste
3848;5118.0;SGMA1--AL013;;-8.565919;-39.591642;AL;Nordeste
3849;5119.0;SGMB1--AL013;;-8.565919;-39.591642;AL;Nordeste
3850;5120.0;SGMC1--AL013;;-8.565919;-39.591642;AL;Nordeste
3851;5121.0;TACAIM-PE230;;-8.330277778;-36.22555556;PE;Nordeste
3852;5123.0;TACAIM-PE069;;-8.565919;-39.591642;PE;Nordeste
3853;5124.0;BSULB1EOL021;EOL;-5.27983007;-35.80055853;RN;Nordeste
3854;5126.0;CUTIACEOL052;EOL;-5.12739658;-35.93260574;RN;Nordeste
3855;5127.0;CABPRBEOL035;EOL;-5.53873532;-35.9957913;RN;Nordeste
3856;5128.0;JCAMR3-RN230;;-5.377281;-35.887215;RN;Nordeste
3857;5131.0;PIRAPA-PE230;;-8.269972222;-35.02333333;PE;Nordeste
3858;5132.0;MTNORT-PE069;;-8.565919;-39.591642;PE;Nordeste
3859;5133.0;PIRAPA-PE069;;-8.565919;-39.591642;PE;Nordeste
3860;5134.0;TCB---UTE000;UTE;-8.2698;-35.026542;PE;Nordeste
3861;5136.0;MIDT1--PE013;;-7.9574;-34.8913;PE;Nordeste
3862;5138.0;MIDT2--PE013;;-7.9574;-34.8913;PE;Nordeste
3863;5140.0;RECIFE-PE500;;-8.113583333;-35.03916667;PE;Nordeste
3864;5141.0;RCDBP1-PE230;;-8.113583333;-35.03916667;PE;Nordeste
3865;5142.0;RCDBP2-PE230;;-8.113583333;-35.03916667;PE;Nordeste
3866;5143.0;MCDT1--AL013;;-9.5291;-35.7503;AL;Nordeste
3867;5145.0;RCDSIESIN001;SIN;-8.113583333;-35.03916667;PE;Nordeste
3868;5147.0;RCDALSSIN001;SIN;-8.113583333;-35.03916667;PE;Nordeste
3869;5148.0;MCDT2--AL013;;-9.5291;-35.7503;AL;Nordeste
3870;5149.0;CAETB1-PE034;;-8.843286;-36.76005;PE;Nordeste
3871;5150.0;TERMOP-PE230;;-8.405;-34.96972222;PE;Nordeste
3872;5151.0;TERPEGUTE002;UTE;-8.405;-34.96972222;PE;Nordeste
3873;5152.0;BONGI--PE230;;-8.063305556;-34.92833333;PE;Nordeste
3874;5154.0;TERPEVUTE001;UTE;-8.405;-34.96972222;PE;Nordeste
3875;5155.0;PARANA-PE230;;-8.908411;-36.733167;PE;Nordeste
3876;5156.0;BONGI--PE069;;-8.565919;-39.591642;PE;Nordeste
3877;5157.0;BGRLT6-PE013;;-8.565919;-39.591642;PE;Nordeste
3878;5158.0;BGI-T6-PE013;;-8.565919;-39.591642;PE;Nordeste
3879;5159.0;BGRLT7-PE013;;-8.565919;-39.591642;PE;Nordeste
3880;5160.0;BGI-T7-PE013;;-8.565919;-39.591642;PE;Nordeste
3881;5162.0;RD.HNK-PE230;;-6.99054;-36.79922;PE;Nordeste
3882;5163.0;BGI-T8-PE013;;-8.565919;-39.591642;PE;Nordeste
3883;5165.0;BGI-T3-PE013;;-8.063305556;-34.92833333;PE;Nordeste
3884;5166.0;BGI-T5-PE013;;-8.565919;-39.591642;PE;Nordeste
3885;5167.0;PARA-1-PE034;;-8.908411;-36.733167;PE;Nordeste
3886;5168.0;JCTBP2-RN138;;-5.377281;-35.887215;RN;Nordeste
3887;5170.0;CALCARUFV136;UFV;-5.04133889;-37.78653889;CE;Nordeste
3888;5176.0;TIANGD-CE500;;-3.772047;-41.028916;CE;Nordeste
3889;5178.0;PEIII-UTE000;UTE;-7.853969;-35.021431;PE;Nordeste
3890;5180.0;P.FERR-PE500;;-7.859297;-35.020617;PE;Nordeste
3891;5181.0;P.FERR-PE230;;-7.859297;-35.020617;PE;Nordeste
3892;5183.0;P.FERR-PE069;;-8.565919;-39.591642;PE;Nordeste
3893;5184.0;PEIII--PE230;;-7.853969;-35.021431;PE;Nordeste
3894;5186.0;ALDEIA-PE230;;-7.860135;-35.017976;PE;Nordeste
3895;5187.0;PFERROUTE000;UTE;-7.860278;-35.018056;PE;Nordeste
3896;5188.0;TMANAUUTE000;UTE;-7.86;-35.018056;PE;Nordeste
3897;5191.0;MIRUEI-PE230;;-7.9548629;-34.891348;PE;Nordeste
3898;5193.0;MIRUEI-PE069;;-8.565919;-39.591642;PE;Nordeste
3899;5194.0;MRRT1--PE013;;-7.9548629;-34.891348;PE;Nordeste
3900;5195.0;MRRT2--PE013;;-7.9548629;-34.891348;PE;Nordeste
3901;5196.0;MRRT3--PE013;;-7.9548629;-34.891348;PE;Nordeste
3902;5200.0;CGT----PB500;;-7.255319;-35.977722;PB;Nordeste
3903;5201.0;GOIANI-PE230;;-7.587472222;-35.08833333;PE;Nordeste
3904;5202.0;CGT----PB230;;-7.255319;-35.977722;PB;Nordeste
3905;5203.0;GOIANI-PE069;;-8.565919;-39.591642;PE;Nordeste
3906;5204.0;GNRLT1-PE013;;-7.587472222;-35.08833333;PE;Nordeste
3907;5205.0;GNNT1-SIN000;SIN;-7.587472222;-35.08833333;PE;Nordeste
3908;5211.0;MUSSU2-PB230;;-7.179694444;-34.89361111;PB;Nordeste
3909;5212.0;NORFIL-PB230;;-7.195278;-34.901111;PB;Nordeste
3910;5213.0;MUSSU2-PB069;;-5.5083;-36.01778;PB;Nordeste
3911;5215.0;MRDT1--PB013;;-7.179694444;-34.89361111;PB;Nordeste
3912;5216.0;COTEMI-PB230;;-7.276333;-35.895028;PB;Nordeste
3913;5217.0;SMUSS-UTE000;UTE;-7.208;-34.9213;PB;Nordeste
3914;5218.0;UTEPB-UTE000;UTE;-7.208889;-34.927222;PB;Nordeste
3915;5219.0;UTENE-UTE000;UTE;-7.208889;-34.927778;PB;Nordeste
3916;5220.0;CGRAN-UTE000;UTE;-7.296944;-35.907778;PB;Nordeste
3917;5222.0;CGDBPD-PB230;;-7.266638889;-35.90805556;PB;Nordeste
3918;5226.0;CGRAN2-PB069;;-5.5083;-36.01778;PB;Nordeste
3919;5231.0;CGDRL2-PB013;;-7.266638889;-35.90805556;PB;Nordeste
3920;5232.0;CGD1--CER000;;-7.266638889;-35.90805556;PB;Nordeste
3921;5235.0;CGRAN2-PB138;;-5.5083;-36.01778;PB;Nordeste
3922;5238.0;CGDRL1-PB013;;-7.266638889;-35.90805556;PB;Nordeste
3923;5240.0;POT1--UTE000;UTE;-5.5083;-36.01778;PB;Nordeste
3924;5241.0;NATAL2-RN230;;-5.807472222;-35.23916667;RN;Nordeste
3925;5242.0;POT3--UTE000;UTE;-5.5083;-36.01778;PB;Nordeste
3926;5243.0;NATAL2-RN069;;-5.5083;-36.01778;RN;Nordeste
3927;5245.0;NATAL3-RN230;;-5.873863;-35.319704;RN;Nordeste
3928;5246.0;NATAL3-RN069;;-5.5083;-36.01778;RN;Nordeste
3929;5248.0;CGDT3--PB013;;-7.266638889;-35.90805556;PB;Nordeste
3930;5249.0;PILOES-PB138;;-5.5083;-36.01778;PB;Nordeste
3931;5252.0;S.CRUZ-RN138;;-5.5083;-36.01778;RN;Nordeste
3932;5253.0;S.CRUZ-RN069;;-5.5083;-36.01778;RN;Nordeste
3933;5254.0;PARAIS-RN230;;-6.23638888;-36.00444444;RN;Nordeste
3934;5255.0;PARAIS-RN138;;-5.5083;-36.01778;RN;Nordeste
3935;5256.0;STDTIP-RN013;;-5.5083;-36.01778;RN;Nordeste
3936;5257.0;PNA----RN069;;-5.5083;-36.01778;RN;Nordeste
3937;5258.0;POTIGU-RN069;;-5.5083;-36.01778;RN;Nordeste
3938;5259.0;CGDT5--PE013;;-7.266638889;-35.90805556;PE;Nordeste
3939;5262.0;C.NOVO-RN230;;-6.276111;-36.526944;RN;Nordeste
3940;5263.0;C.NOVO-RN069;;-5.5083;-36.01778;RN;Nordeste
3941;5265.0;CNOVT1-RN013;;-6.276388889;-36.52666667;RN;Nordeste
3942;5271.0;SRITA2-PB230;;-7.099025062;-34.97983539;PB;Nordeste
3943;5273.0;SRITA2-PB069;;-5.5083;-36.01778;PB;Nordeste
3944;5274.0;SRITA2-PB013;;-7.099025062;-34.97983539;PB;Nordeste
3945;5277.0;NTDT1--RN013;;-5.807472222;-35.23916667;RN;Nordeste
3946;5281.0;RIBEIR-PE230;;-8.461361111;-35.38944444;PE;Nordeste
3947;5283.0;RIBEIR-PE069;;-8.565919;-39.591642;PE;Nordeste
3948;5285.0;AQZT1--CE013;;-3.927618;-38.4017588;CE;Nordeste
3949;5288.0;IBDT1--CE013;;-3.896954;-41.191666;CE;Nordeste
3950;5291.0;PENEDO-AL230;;-10.2429088;-36.5627896;AL;Nordeste
3951;5292.0;POCIII-BA230;;-14.515368;-40.384987;BA;Nordeste
3952;5293.0;PENEDO-AL069;;-8.565919;-39.591642;AL;Nordeste
3953;5294.0;CRLANDEOL045;EOL;-13.93122764;-41.56086632;BA;Nordeste
3954;5299.0;FLORE-UFV086;UFV;-4.96426606;-36.9105004;RN;Nordeste
3955;5300.0;MESSIA-AL500;;-9.4023;-35.8423;AL;Nordeste
3956;5301.0;MSIBP1-AL230;;-9.4023;-35.8423;AL;Nordeste
3957;5303.0;CHAPA1-PI230;;-7.561903;-40.715694;PI;Nordeste
3958;5305.0;CHAPA3-PI230;;-7.3912868;-40.683492;PI;Nordeste
3959;5307.0;CHAPA1-PI034;;-7.561903;-40.715694;PI;Nordeste
3960;5309.0;CHAPA3-PI034;;-7.3909869;-40.683098;PI;Nordeste
3961;5311.0;MACEIO-AL230;;-9.577611111;-35.78666667;AL;Nordeste
3962;5312.0;MACEI2-AL230;;-9.5291;-35.7503;AL;Nordeste
3963;5313.0;MACEIO-AL069;;-8.565919;-39.591642;AL;Nordeste
3964;5314.0;MACEI2-AL069;;-8.565919;-39.591642;AL;Nordeste
3965;5315.0;RIOALTUFV032;UFV;-6.95673176;-37.9977973;PB;Nordeste
3966;5317.0;MCOT3--AL013;;-9.577611111;-35.78666667;AL;Nordeste
3967;5318.0;ACARAT-CE500;;-2.9358377;-40.1055571;CE;Nordeste
3968;5320.0;CATAVEEOL014;EOL;-2.84144239;-40.06614308;CE;Nordeste
3969;5321.0;TRT----PI230;;-5.087601;-42.6889;PI;Nordeste
3970;5322.0;LBARR1EOL036;EOL;-8.63298242;-41.5607735;PI;Nordeste
3971;5323.0;TRT----PI069;;-6.72389;-43.563958;PI;Nordeste
3972;5325.0;QUEIMA-PI500;;-8.598881;-41.424628;PI;Nordeste
3973;5327.0;CHAPA1-PI138;;-6.72389;-43.563958;PI;Nordeste
3974;5331.0;JOAIRA-PE230;;-8.080218611;-34.98122119;PE;Nordeste
3975;5333.0;JOAIRA-PE069;;-8.565919;-39.591642;PE;Nordeste
3976;5337.0;QUIXER-CE230;;-5.035035;-37.785438;CE;Nordeste
3977;5341.0;MRRII--PE230;;-7.9574;-34.8913;PE;Nordeste
3978;5343.0;MRRII--PE069;;-8.565919;-39.591642;PE;Nordeste
3979;5346.0;JABOAT-PE230;;-8.179352;-34.985342;PE;Nordeste
3980;5347.0;JABOAT-PE069;;-8.565919;-39.591642;PE;Nordeste
3981;5350.0;ACU3---RN500;;-5.574764;-37.03146;RN;Nordeste
3982;5351.0;ACU3---RN230;;-5.574764;-37.03146;RN;Nordeste
3983;5352.0;CARCAR-RN230;;-4.981389;-36.996667;RN;Nordeste
3984;5353.0;CARCAR-RN012;;-4.981389;-36.996667;RN;Nordeste
3985;5357.0;SUTT1--PE013;;-8.399167;-35.006944;PE;Nordeste
3986;5358.0;SUTT2--PE013;;-8.399167;-35.006944;PE;Nordeste
3987;5360.0;SUAPE2-PE500;;-8.393611;-35.050556;PE;Nordeste
3988;5361.0;SUAPE2-PE230;;-8.393611;-35.050556;PE;Nordeste
3989;5362.0;SUAPE3-PE230;;-8.399167;-35.006944;PE;Nordeste
3990;5363.0;SUAPE3-PE069;;-8.565919;-39.591642;PE;Nordeste
3991;5364.0;UTESUAUTE000;UTE;-8.358611;-35.023333;PE;Nordeste
3992;5370.0;PECEM2-CE500;;-3.595478;-38.876806;CE;Nordeste
3993;5371.0;PECEM2-CE230;;-3.595478;-38.876806;CE;Nordeste
3994;5372.0;RNEST--PE230;;-6.99054;-36.79922;PE;Nordeste
3995;5373.0;SANTOS-CE034;;-3.341129;-39.260423;CE;Nordeste
3996;5374.0;SANTOSEOL032;EOL;-3.27326102;-39.2246731;CE;Nordeste
3997;5377.0;SMDT2--RN013;;-5.5083;-36.01778;RN;Nordeste
3998;5378.0;TACARA-PE230;;-9.059308;-38.131647;PE;Nordeste
3999;5380.0;MLG2---CE500;;-7.344309;-38.924601;CE;Nordeste
4000;5381.0;AQUIR2-CE230;;-3.927618;-38.4017588;CE;Nordeste
4001;5383.0;AQUIR2-CE069;;-3.86075;-38.557167;CE;Nordeste
4002;5388.0;FTZT2--CE013;;-3.828478;-38.540972;CE;Nordeste
4003;5391.0;BALSAS-MA230;;-7.5593858;-46.0182281;MA;Norte
4004;5392.0;BSTF60-MA013;;-7.5593858;-46.0182281;MA;Norte
4005;5393.0;BALSAS-MA069;;-3.796367;-43.406167;MA;Norte
4006;5394.0;POLORN-RN138;;-5.5083;-36.01778;RN;Nordeste
4007;5401.0;B.NOME-PE230;;-7.9972568;-38.6275143;PE;Nordeste
4008;5402.0;B.NOME-PE138;;-8.565919;-39.591642;PE;Nordeste
4009;5403.0;B.NOME-PE069;;-8.565919;-39.591642;PE;Nordeste
4010;5406.0;BNOTIP-PE013;;-8.565919;-39.591642;PE;Nordeste
4011;5408.0;MILAGR-CE500;;-7.306667;-38.938333;CE;Nordeste
4012;5409.0;MLGT3--CE013;;-3.86075;-38.557167;CE;Nordeste
4013;5411.0;MILAGR-CE230;;-7.306667;-38.938333;CE;Nordeste
4014;5412.0;MLGTR3-CE013;;-7.306667;-38.938333;CE;Nordeste
4015;5413.0;MILAGR-CE069;;-3.86075;-38.557167;CE;Nordeste
4016;5414.0;MLGTR4-CE013;;-7.306667;-38.938333;CE;Nordeste
4017;5415.0;MLGT4--CE013;;-3.86075;-38.557167;CE;Nordeste
4018;5416.0;MLGTIP-CE013;;-3.86075;-38.557167;CE;Nordeste
4019;5417.0;MILAGR-CE013;;-3.86075;-38.557167;CE;Nordeste
4020;5420.0;FLORE2-PE230;;-8.748444;-38.341111;PE;Nordeste
4021;5421.0;BANABU-CE230;;-5.30525;-38.91277778;CE;Nordeste
4022;5422.0;LIBRA--CE013;;-3.58471389;-38.85593333;CE;Nordeste
4023;5423.0;BANABU-CE069;;-3.86075;-38.557167;CE;Nordeste
4024;5424.0;BNBRS--CE013;;-3.86075;-38.557167;CE;Nordeste
4025;5426.0;BNBTIP-CE013;;-3.86075;-38.557167;CE;Nordeste
4026;5427.0;ACDT4--RN013;;-5.593044;-36.908622;RN;Nordeste
4027;5428.0;QUIXAD-CE500;;-4.9525;-38.927778;CE;Nordeste
4028;5430.0;RGONCA-PI230;;-8.119825137;-45.50678177;PI;Nordeste
4029;5431.0;RUSSAS-CE230;;-4.933861111;-37.98888889;CE;Nordeste
4030;5432.0;RGONCA-PI069;;-6.72389;-43.563958;PI;Nordeste
4031;5433.0;RUSSAS-CE069;;-3.86075;-38.557167;CE;Nordeste
4032;5434.0;ARACT2-CE230;;-4.488019;-37.763092;CE;Nordeste
4033;5436.0;RGONCA-PI500;;-8.119825137;-45.50678177;PI;Nordeste
4034;5438.0;ARACT2-CE034;;-4.488019;-37.763092;CE;Nordeste
4035;5439.0;CANOAQEOL067;EOL;-4.44719747;-37.75955651;CE;Nordeste
4036;5441.0;MOSSO2-RN230;;-5.150358;-37.349589;RN;Nordeste
4037;5443.0;MSD----RN069;;-5.5083;-36.01778;RN;Nordeste
4038;5448.0;PFORMO-CE034;;-2.919422;-41.03165;CE;Nordeste
