BUS_ID,BUS_NAME,Gen_Type,Latitude,Longitude,U_FED,REG,VBASEKV,ARE
1773.0,ANGRAE-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
1774.0,VPALMAPCH069,PCH,-23.37083333,-45.87083333,RJ,Sudeste-Centro-Oeste,69.0,257.0
1775.0,GUARDI-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
1776.0,N.PAR3-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
1777.0,PEUGEO-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
1778.0,ABADIA-RJ069,,-21.724823,-41.346288,RJ,Sudeste-Centro-Oeste,69.0,259.0
1779.0,SCLARA-RJ069,,-21.724823,-41.346288,RJ,Sudeste-Centro-Oeste,69.0,259.0
1780.0,RESEND-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
1781.0,V.PEDR-RJ345,,-22.733989,-42.793775,RJ,Sudeste-Centro-Oeste,345.0,252.0
1787.0,VPEDR4-RJ013,,-22.733989,-42.793775,RJ,Sudeste-Centro-Oeste,13.8,252.0
1788.0,MICHEL-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
1789.0,CRUZA-PCH069,PCH,-21.724823,-41.346288,RJ,Sudeste-Centro-Oeste,69.0,259.0
1790.0,ARSEN2-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
1791.0,PIRAP-PCH069,PCH,-21.724823,-41.346288,RJ,Sudeste-Centro-Oeste,69.0,259.0
1792.0,TECAB--RJ138,,-21.9217,-42.7907,RJ,Sudeste-Centro-Oeste,138.0,258.0
1793.0,IMBOAS-RJ138,,-21.9217,-42.7907,RJ,Sudeste-Centro-Oeste,138.0,258.0
1794.0,COMPER-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
1796.0,CMP-1Y-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
1797.0,NUCLEI-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
1798.0,COLETO-RJ069,,-23.37083333,-45.87083333,RJ,Sudeste-Centro-Oeste,69.0,257.0
1800.0,CGALMO-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1801.0,CGINDU-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1802.0,CGLAGE-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1803.0,AQUIDA-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1804.0,CGSCAF-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1805.0,CGJABR-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1806.0,AQUIDA-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1807.0,ACLARA-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1808.0,AMAMBA-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1809.0,COXIM--MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1810.0,ATABOA-MS013,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,13.8,209.0
1811.0,PARANA-MS013,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,13.8,209.0
1812.0,CASSIL-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1813.0,CHAPAD-MS034,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,34.5,403.0
1814.0,CGCENT-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1815.0,CGMCOU-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1816.0,CGCUIA-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1818.0,CORUMB-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1819.0,AMIRAN-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1820.0,DOUMAX-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1821.0,DOUNAC-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1822.0,CRUZAL-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1823.0,IGUATE-MS138,,-25.96861111,-51.6025,MS,Sudeste-Centro-Oeste,138.0,103.0
1824.0,ELDORA-MS013,,-25.96861111,-51.6025,MS,Sudeste-Centro-Oeste,13.8,103.0
1825.0,DOUNAC-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1826.0,DOUALV-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1827.0,ELDORA-MS034,,-25.96861111,-51.6025,MS,Sudeste-Centro-Oeste,34.5,103.0
1828.0,JARDIM-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1829.0,MARACA-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1830.0,MIRAND-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1831.0,NANDRA-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1833.0,RVERDE-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1834.0,SGABRI-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1835.0,IVINHE-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1837.0,IVINHE-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1838.0,POVIDE-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1839.0,SANESU-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1840.0,RBRILH-MS034,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,34.5,403.0
1841.0,NAMERI-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1842.0,FATIMA-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1843.0,CAMAPU-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1844.0,DEODAP-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1845.0,GLODOU-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1846.0,CAARAP-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1847.0,NAVIRA-MS138,,-25.96861111,-51.6025,MS,Sudeste-Centro-Oeste,138.0,103.0
1848.0,NAVIRA-MS013,,-25.96861111,-51.6025,MS,Sudeste-Centro-Oeste,13.8,103.0
1849.0,MIMOSO-MS034,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,34.5,403.0
1850.0,BONITO-MS069,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,69.0,403.0
1851.0,PTPORA-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1852.0,SGABRI-MS034,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,34.5,403.0
1853.0,SELVIR-MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1854.0,ATABOA-MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1855.0,PARANA-MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1856.0,CASSIL-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1857.0,CHAPAD-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1858.0,CRICA--MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1859.0,PARAISPCH138,PCH,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1860.0,CRICA--MS034,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,34.5,403.0
1861.0,SIDROL-MS013,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1862.0,SIDROL-MS034,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,34.5,403.0
1863.0,BURIT1PCH138,PCH,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1864.0,SDOMIN-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1865.0,RVELHOPCH138,PCH,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1866.0,SDOMINUHE002,UHE,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1867.0,ASUCURPCH138,PCH,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1869.0,ANGELIBIO013,BIO,-21.7802247,-55.57659709,MS,Sudeste-Centro-Oeste,13.8,405.0
1870.0,PTOPEDPCH138,PCH,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1871.0,PLANALPCH138,PCH,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1872.0,SFERNA-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1873.0,CAARAPBIO013,BIO,-21.7802247,-55.57659709,MS,Sudeste-Centro-Oeste,13.8,405.0
1874.0,VALEGRBIO013,BIO,-21.7802247,-55.57659709,MS,Sudeste-Centro-Oeste,13.8,405.0
1875.0,SFERNABIO013,BIO,-21.7802247,-55.57659709,MS,Sudeste-Centro-Oeste,13.8,405.0
1876.0,MVERDE-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1878.0,LDCRBR-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1879.0,MVERDEBIO013,BIO,-21.7802247,-55.57659709,MS,Sudeste-Centro-Oeste,13.8,405.0
1880.0,PTPORA-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1881.0,CCCORR-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1882.0,RBRILH-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1883.0,COXIM--MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1884.0,AMAMBA-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1886.0,CAARAP-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1887.0,CRUZAL-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1888.0,LDCBRIBIO013,BIO,-21.7802247,-55.57659709,MS,Sudeste-Centro-Oeste,13.8,405.0
1889.0,IMBIRU-MS230,,-20.54916667,-54.74888889,MS,Sudeste-Centro-Oeste,230.0,402.0
1890.0,CGIMBI-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1891.0,CGINDU-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1892.0,CGJABR-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1893.0,RVERDE-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1894.0,UCAARA-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1895.0,PMURTI-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1896.0,ACARAC-MS138,,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,138.0,403.0
1897.0,PALTA-PCH034,PCH,-20.54722222,-54.74972222,MS,Sudeste-Centro-Oeste,13.8,403.0
1902.0,CARDOS-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
1903.0,3LA-1Y-MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1904.0,CARDOS-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
1905.0,ANC-1Y-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
1907.0,CAS-1Y-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
1912.0,ELDOR--MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1914.0,SEL-1Y-MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1916.0,CAR-1Y-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
1923.0,BOR-1Y-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
1924.0,ACA-1Y-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
1927.0,VOTUP--SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
1928.0,JALES--SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
1929.0,REGIST-SP069,,-23.87861459,-46.44833426,SP,Sudeste-Centro-Oeste,69.0,206.0
1930.0,ITARAR-SP069,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,69.0,211.0
1935.0,ITARA2-SP069,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,69.0,211.0
1938.0,SEL-2Y-MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1940.0,3LA-2Y-MS138,,-20.74611111,-51.66166667,MS,Sudeste-Centro-Oeste,138.0,209.0
1944.0,CAS-2Y-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
1945.0,ANC-2Y-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
1952.0,DRACEN-SP069,,-23.099722,-49.593056,SP,Sudeste-Centro-Oeste,69.0,210.0
1957.0,JAG-1Y-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
1968.0,JAG--Y-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
1987.0,FERRAR-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
1991.0,COCAL2-SP138,,-23.099722,-49.593056,SP,Sudeste-Centro-Oeste,138.0,210.0
2018.0,UBATU1-SP138,,-23.87861459,-46.44833426,SP,Sudeste-Centro-Oeste,138.0,206.0
2031.0,OURIN-UHE002,UHE,-23.099722,-49.593056,SP,Sudeste-Centro-Oeste,992.0,210.0
2034.0,ZANC-Y-SP138,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,138.0,211.0
2035.0,CERQU3-SP230,,-23.141278,-47.772417,SP,Sudeste-Centro-Oeste,230.0,205.0
2037.0,CERQU3-SP138,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,138.0,211.0
2038.0,S.LUIZ-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2039.0,BALDIN-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2040.0,BOTUCA-SP088,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,88.0,211.0
2046.0,OUR1-Y-SP088,,-23.099722,-49.593056,SP,Sudeste-Centro-Oeste,88.0,210.0
2048.0,PALM-Y-SP088,,-23.099722,-49.593056,SP,Sudeste-Centro-Oeste,88.0,210.0
2050.0,BUGRESPCH006,PCH,-28.53694444,-53.86138889,RS,Sul,6.9,3.0
2051.0,CANASTPCH013,PCH,-28.53694444,-53.86138889,RS,Sul,13.8,3.0
2053.0,SJERO--RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2055.0,SAPATR-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2056.0,POSORI-RS138,,-32.07527778,-52.26722222,RS,Sul,138.0,4.0
2058.0,BUGRES-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2059.0,POSORITAP138,,-32.07527778,-52.26722222,RS,Sul,138.0,4.0
2061.0,CRUZAL-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2063.0,CANAST-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2064.0,CANAST-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2065.0,CANAS2-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2067.0,CACHOE-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2068.0,CACHOE-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2069.0,EREXIM-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2070.0,PELOT1-RS138,,-32.07527778,-52.26722222,RS,Sul,138.0,4.0
2071.0,PELOT2-RS138,,-32.07527778,-52.26722222,RS,Sul,138.0,4.0
2072.0,JAGUAR-RS138,,-32.07527778,-52.26722222,RS,Sul,138.0,4.0
2073.0,ARROGR-RS138,,-32.07527778,-52.26722222,RS,Sul,138.0,4.0
2074.0,PELOT4-RS138,,-32.07527778,-52.26722222,RS,Sul,138.0,4.0
2076.0,PORTAO-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2077.0,PPETRO-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2078.0,MISSOE-RS230,,-28.38833333,-54.9325,RS,Sul,230.0,2.0
2079.0,MISSOE-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2080.0,LIVRA3-RS230,,-30.785878,-55.758299,RS,Sul,230.0,2.0
2081.0,LAJEA2-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2082.0,CIAGRA-RS230,,-29.86916667,-51.38805556,RS,Sul,230.0,5.0
2083.0,LAJE2A-RS013,,-28.53694444,-53.86138889,RS,Sul,13.8,3.0
2084.0,PEPSI--RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2087.0,SMARI3-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2088.0,SCRUZ1-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2089.0,SCHARL-RS013,,-28.53694444,-53.86138889,RS,Sul,13.8,3.0
2090.0,SCHARL-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2091.0,SCHARL-RS069,,-28.53694444,-53.86138889,RS,Sul,69.0,3.0
2092.0,PAROBE-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2094.0,TAQUAR-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2095.0,PFUNDO-RS023,,-28.53694444,-53.86138889,RS,Sul,23.0,3.0
2096.0,VIPAL--RS230,,-29.86916667,-51.38805556,RS,Sul,230.0,5.0
2099.0,ZOOLOG-RS138,,-28.53694444,-53.86138889,RS,Sul,138.0,3.0
2100.0,BVIST-BIO138,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,138.0,215.0
2101.0,GAVIA-BIO069,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,69.0,215.0
2103.0,PINHA-BIO138,BIO,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2104.0,SOUZA-BIO069,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,69.0,215.0
2105.0,DOURA-BIO069,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,69.0,215.0
2106.0,AMER.B-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2107.0,AR+CT-BIO138,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,138.0,215.0
2108.0,TARUMA-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2110.0,BBO+US-SP138,,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,138.0,215.0
2111.0,BESPER-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2112.0,BOCAIN-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2113.0,BNOVA-BIO138,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,138.0,215.0
2114.0,CANAVI-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2115.0,CITROS-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2116.0,C.RICO-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2117.0,DOBRAD-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2118.0,JA+YAJ-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2119.0,FERSAL-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2120.0,GP+YFS-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2121.0,VOLKS1-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2122.0,ES+YCC-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2123.0,IG.TIE-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2124.0,JABOTI-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2125.0,JA+ANT-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2126.0,JA+LAM-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2127.0,PRADOS-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2128.0,LA+ESP-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2129.0,LA+TQT-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2130.0,PIRANG-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2131.0,PIRANG-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2132.0,PA+LUP-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2133.0,PA+TEC-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2134.0,TIEREP-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2135.0,PROGRE-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2136.0,RINCAO-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2137.0,YSM+SDBIO138,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,138.0,215.0
2138.0,S.DELI-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2139.0,COLONI-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2140.0,TVA+AT-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2141.0,TRI-1Y-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2142.0,UIRAPU-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2143.0,TROPIC-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2145.0,CILLOS-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2146.0,AGUDOS-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2147.0,BAUR---SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2148.0,BAURU--SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2149.0,ESTORI-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2150.0,BOTUC-BIO138,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,138.0,215.0
2151.0,CA+REG-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2152.0,CAMBAR-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2153.0,DUARTI-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2154.0,DTX+EU-SP138,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,138.0,211.0
2155.0,GETULI-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2156.0,IPAPER-SP138,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,138.0,208.0
2157.0,GUARAN-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2158.0,MONTEA-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2159.0,HIPODR-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2160.0,ITAMBE-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2161.0,LENCOI-SP138,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,138.0,211.0
2162.0,LI+YBT-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2163.0,LINS---SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2164.0,YB+YMA-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2165.0,MACAT-BIO069,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,69.0,215.0
2166.0,MA+P+YBIO138,BIO,-22.35694444,-47.38416667,SP,Sudeste-Centro-Oeste,138.0,215.0
2167.0,P.ALVE-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2168.0,PEDERN-SP069,,-22.505,-48.545,SP,Sudeste-Centro-Oeste,69.0,208.0
2169.0,PIRAJU-SP069,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,69.0,209.0
2170.0,AIRLIQ-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2171.0,PROMI--SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
2172.0,S.MANU-SP138,,-22.9507111,-48.4374792,SP,Sudeste-Centro-Oeste,138.0,211.0
2173.0,VETROT-SP138,,-23.19972222,-45.88333333,SP,Sudeste-Centro-Oeste,138.0,207.0
2174.0,TR.BRA-SP138,,-20.74611111,-51.66166667,SP,Sudeste-Centro-Oeste,138.0,209.0
